inventor_first_name,inventor_last_name,inventor_id
Greg W.,Shaw,9321615-1
Kofi A.,Mensah,9018358-2
James D.,Walsh,5382013-1
John A.,Grassi,5081952-1
Volker,Heinrichs,6358740-2
Isao,Oda,4134947-1
Devon R.,McIntosh,6018216-1
Patrick F.,MacRoberts,6202205-2
Willis F.,Chen,7696729-4
Alice Robertson,Peabody,4116924-1
Walter S.,Wald,5509368-1
Robert A.,Mackie,10110433-5
Thomas Earl,Barker,5702781-1
George William,"Woster, Jr.",4093941-3
Vivek,Iyer,9092281-3
Jonathan K.,Robertson,7743144-4
Ronald Thomas,Taylor,6031768-1
Carl J.,Blosser,4126211-1
Milton J.,Kittler,4085721-2
Steven K.,Gold,4871358-1
Richard Peter,Smith,6548333-1
Ryan M.,Patterson,7621397-2
Nicol M.,Hebert,7854317-1
Charles G.,Gilbert,5379045-1
Arthur L.,Bomberger,4402541-1
Stephen J.,Bizilia,8025295-1
James T.,Russo,4606401-2
D Nickerson,Ecker,8733010-1
Edmund J.,Jones,9602529-1
Bill,Wells,6219836-1
John L.,Varadi,5540881-1
Dennis A.,Brovont,5002094-1
James A.,"Docken, Jr.",10072178-2
Naeem B.,Gabriel,4317422-1
Taura L.,Barr,9200322-1
Mary C.,Stock,6049901-1
Tongyun,Liu,9951106-5
Neal W.,Syverson,7007541-2
Algie L.,Lance,4891649-2
John R.,Mogolis,6712720-1
Roger A.,Kosmosky,8091455-3
Rohit,Kulshreshtha,10031948-1
Laura,Battista,7244500-2
Brady L.,Freeman,3934984-2
Wallace E,Devore,6524193-1
Ethan,Vonderweid,7801990-3
Calvin L.,Felkins,D342351-1
Samuel,Walters,4429959-1
Jeffrey G.,Sekiya,5446680-1
Andreas Dominik,Hartmann,10059058-1
Herbert V.,Jacobs,3957048-1
Masayoshi,Tsuji,4337270-4
Richard O.,Duda,7333622-2
Jacqueline Banyard,Bhisitkul,8669236-4
Trudy J.,Wellik,8417536-4
Stephen A.,Burns,6000800-2
Deena M.,Conrad-Vlasak,10016537-4
Russell Emmett,Parks,7219066-1
Stephen,Glynn,9136184-4
Jacob,Spoelstra,7587348-2
Frederick J.,Sibert,4070321-2
Douglas R.,Oudekerk,7603802-1
Madhvi,Upender,8603746-2
Adil Aliyevich,Aliev,8136626-1
Alex S.,Miller,4840768-3
Mihat C.,Dogan,6888882-1
Raymond M.,Wolf,4184825-1
Leo,Kucheck,4024011-2
Robert Todd,Laster,6581955-3
Roger A.,Foote,4991598-2
Evan S.,Nelson,4077178-1
Guy,Sucharczuk,6452708-1
Vanee,Pho,10102653-6
F. Allen,House,4667922-2
Michael R.,Walsh,4944543-1
Anthony L.,Licciardi,4503845-1
Eric M.,Chadwick,7799323-2
Arthur,Hsu,10005639-2
Jerome J.,Rusmussen,4470171-1
Patryk,Laurent,9242372-1
R. Emmett,Hughlett,4755990-3
Jeremy,Daily,9865102-1
Paul E.,Stanford,4023482-4
David,Segev,9942254-4
Kenneth J.,Hill,6906711-1
Keith D.,Murphy,5950273-2
Charles E.,McCullough,5353529-1
Luis Javier,Gutierrez,8657530-2
Roger A.,Schoultz,5942353-1
Jeffrey B.,Bench,9240911-4
Ray,Douglas,4267627-1
Daniel S.,Currie,8048101-3
Gavin,Grant,5479103-2
David E.,Wolf,7437211-4
Andre M.,Morgan,9682026-12
Norman G.,Carlson,4194496-1
Randy A.,Southmayd,7393488-5
Yugoslav,Kokotovic,6962556-2
Frank,Frissora,8318812-5
Toshihiro,Noguchi,7091189-1
Janet M.,Sickler,4630356-4
Joseph Edward,"Farrell, III",8979427-1
Anup,Tilak,5382936-2
Glenn E.,Coughenour,4731490-1
Khristine,Walker,D428779-2
Steven T.,Dircksen,7310148-1
Bruce,Saltzberg,7252202-1
Shane Anton,Swanson,D576428-1
Joan S.,Lydic-Mettler,4944556-2
Troy N.,Patterson,7341272-2
Florenta Aura,Kullmann,10086034-2
Jim B.,Tate,6990608-2
Dallas,Hodges,D360015-3
Jeffrey S.,King,4901852-1
George H.,Jue,5187861-2
Praveen,Gopalakrishnan,7650151-3
Vikram D.,Immanuel,9413162-5
Kevin D.,Russo,9099951-1
Sam C.,Falco,4819015-2
Clinton D.,French,9439480-1
Robert T.,Smuda,4538552-1
Edwardo,Gutierrez,9260904-1
Lloyd,Barnhart,D324081-2
Allen Lewis,Springer,6625590-4
Mark V.,Anderson,5226058-1
Terry E.,Buerkle,5820346-4
Wubao,Wang,6091983-3
Dennis I.,Prepejchal,4396512-3
Darin J.,McDaniel,5379584-3
Frank L.,Crist,D384155-1
Bernard,Slepak,4201080-1
Alex,Lin,7061203-3
Zhengsheng,Shan,6899959-4
John H.,Clark,5623251-1
Yasushi,Takahashi,3932374-2
Kartik,Trehan,8343200-8
Michael,Kopacz,D449256-1
Jonathan A.,Wade,6267066-4
David V.,Tenenbaum,D406386-4
Parmijit,Samra,8103168-2
Christopher V.,Ham,7318368-1
Tiffany,Paul,D695996-1
Jason Stewart,Wrigley,9748623-3
Gary,Zitterkope,D435303-4
Kirstin L.,Krall,8173434-2
Branko J.,"Horvat, Jr.",7121374-3
Rajive,Gupta,9836743-7
Mitsuru,Shindo,5405972-4
Andrew A.,Arozena,4932083-1
Beverley A.,Moore,7687079-3
Conrad Mark,Troutman,7743549-1
Mary G.,Jevnikar,4500505-1
Bernard R.,Desrondiers,5894045-1
Henry L.,Cottrell,4169418-1
Raymond Michael,Hartley,7437995-4
James H.,Etem,4079791-2
George Lee,"Peabody, V",8888889-4
Pedro F,Engel,6320754-2
Daryl E.,Hartter,5407835-4
Marcus E.,Interrante,8444043-2
Robert S.,Long,D344259-1
Thomas S.,Lin,7438748-2
Milind M.,Vaidya,10016728-4
Larry,Hauser,6588620-2
Craig Brandon,Rader,D773487-8
Glen E.,Johnson,3957095-1
Russell D.,Fish,5726896-4
Kenneth I.,Johnson,4032436-1
Subramanian,Ganesan,5636130-5
Bobby R.,Bramlett,6857474-1
Kimo,Jepsen,10006643-2
Gary Eugene,Hornsby,6070769-1
Raymond S.,Winton,7157961-1
Mark,Herrick,6601586-1
Gary L.,Dusenberry,5005481-4
Paul W.,Peresta,7863839-3
Delfin Q.,Nacilla,7023302-2
Divya,Vijayaraghavan,7573870-1
Robert C.,Eckardt,9341920-2
Joseph A.,Nelson,4520667-1
Motoya,Suzuki,9958274-1
Wendell L.,Paxton,5204069-1
Gregory S.,Staller,5626099-1
John D.,Rion,5509333-1
Suzanne C.,Nadasky,5267869-1
Jeffrey,Gummeson,9411964-3
Michael,Zownir,4471824-1
Thomas K.,Heiland,6129756-6
Charles William,Kerr,7014176-2
Alexander John,Limberis,5376752-1
Robert D.,Applegate,4161916-1
Sang-Hak,Hwang,3932915-2
G. Todd,Clark,5799834-4
Grant,Gogul,9993507-3
Hillary A.,Keenan,9283262-2
Sairam S.,Gutta,9420480-2
Larry F.,Ligon,4642910-2
Deborah Matteson,Darnell,D500935-1
Lee,Marshall,4286603-1
Jeffrey,Oppenheimer,9186155-4
Nathan W.,Pingel,5802773-1
Gilbert,Wolf,4748960-1
Jon A.,Lang,7004206-2
Eric,Ulvog,D672351-7
Sebastian,Sutor,5887297-1
Mark,Lada,8470906-3
Bennett Ralph,Genzel,6215200-1
Terry D.,Tucker,4231861-2
Siddarth K.,Shevgoor,10124157-2
Bertram L.,Walters,8931438-1
Bennett,Kivel,4179272-1
Mark,Sweeney,7713148-1
Matt,Peltier,D737329-3
Bart J.,Finnel,6594146-3
Yiqun,Zhang,9266860-2
Brian,Brower,9943047-3
Larry A.,Fitzgerald,6360970-1
James J.,Mauer,4793391-1
Laura D.,Gegnas,6030996-1
Eric,Van Rens,10046273-4
Frank,Morris,9168528-4
Rod M.,Sanderson,6464097-2
Sizhong,Zhang,9117133-3
Miguel J.,Orozco,6260863-1
Satyanarayan Reddy,Chada,7212993-2
Michael,Novak,6791581-1
Donald L.,Reinmuller,4842045-1
Ellen M.,Moran,D314823-1
Arvi D.,Jeffery,6246045-2
Jason H.,Calhoun,5268178-1
Alexis,de Toth,D793577-1
Joel,Berg,8667792-3
Richard C.,Broessel,8322157-2
Stanley,Clements,4399918-1
Michael P.,Hurst,10116023-3
Gerald M.,"Angle, II",7387276-5
Adam J.,Taetsch,8186056-5
Ambreese,Hill,10117551-3
Donald Malcom,MacIntrye,5982030-1
Jody W.,Deming,4132599-4
Serena Nicole,Oaks,8083316-2
Diane A.,Schuster,5077730-5
Jack G.,Ingles,5421428-1
Terrance G.,McDonald,4856863-2
Russell W.,Libonati,6847328-1
Norman D.,Gideon,6394228-2
Robert L.,Littlejohn,D537909-1
Mason Thomas,Barker,9494844-3
Mayland,Chang,7928127-3
Kevin F.,Jennings,5007100-4
Morford C.,Throckmorton,3936432-1
Richard R.,Dauer,10005755-4
Robert W.,Lightner,3947882-1
Karen Marie,Davis,5718698-2
Sylvana,Miceli,6010215-1
Nicolai A.,Tvermoes,7030150-3
Philip Frederick,"Brode, III",5677272-7
Willis E.,Dahlman,4702108-6
Jennifer J.,Gunderson,D714644-2
Charles,McMillan,4432529-1
Ryan Claude,Andrews,9897574-1
David,Lewis,8782935-2
Kenneth F.,Rogalski,D662573-1
Bianca R.,Rhodes,9909641-2
George E.,"Howe, Jr.",8534283-1
Kathryn P.,Ta,7851222-3
Thomas E.,Zion,D571517-1
Sharon A.,Brent,5711198-3
Vien,Nguyen,9807726-1
Natalia,Fridshtand,7842096-1
Robert W.,Conn,4885070-2
Anthony P.,"Cardillo, Jr.",6279923-1
Kazuo,Takahashi,10060298-1
Kori Inkpen,Quinn,10068275-2
Eric,Jefferson,4634827-3
Dave A.,Hultman,5150607-2
Dana D.,Wentworth,5373984-1
Gail,Hoff,4003988-1
Timothy W.,Hollis,D526127-2
Raul A.,Castro,5899509-2
Mark A.,Brandon,10024606-2
James S.,Marshall,4653591-1
Nancy A.,Taylor,7571566-1
Peter,Shu,10113908-3
Karen E.,Thayer,8488762-2
Beverly A.,Csenar,D797193-1
Prasannakumar,Seeram,9179406-2
James Walter,Dinkelacker,6092068-1
Andrea R.,Donahue,D646504-3
Victor V.,Plotnikov,10043922-4
Steven R.,Wolverton,4872481-2
James C.,"Bullard, Jr.",8364953-1
Karen E.,Welke,4016604-1
Rui,Abreu,10078062-5
Prasad V.,Gade,6721636-1
Laura,Isserow,10010445-2
Maureen,McMahon,6101555-2
Larry S.,Jordan,5363885-5
Matt,Roth,5472421-2
Timothy S.,Snyder,10066836-1
William J.,Nissen,5620085-4
Duane J.,Szymanski,9550217-4
Eric,Charlesworth,D824392-1
R. Eric,Betzig,4917462-3
Jeffrey Peter,Mitchell,8598193-5
Tiberio,Gaspari,4021103-1
Robert E.,Dickens,4299324-1
Gaurav,Garg,10110437-7
Miles O.,Johnson,7387277-9
Roland D.,Earle,3991218-1
William D.,Mason,6036603-1
John,Ofcharsky,6038821-3
Joel H.,Grosser,4843129-2
Adrian,Gluck,5417431-1
Vaclav,Vetvika,8367641-6
Harmon L.,Jones,4773688-1
Kane,Smith,8961491-4
Rick Weidong,Li,8903250-3
Mark G.,Christensen,6102879-1
Derek J.,"Brouwer, II",5841982-1
Vincent N.,Cavo,5487139-2
Thomas C.,Russell,5778624-1
Jack F.,Hall,D472746-1
Joni L.,Buttke,7912568-2
Glen Neil,Courtright,8733284-1
Mark D.,Kenney,6154995-2
Patrick,Stewart,9129495-1
Michael J.,Ingenito,4115714-1
Perry H.,Frahm,9039210-6
Yunpeng,Yin,10020303-5
Lyle M.,Thompson,5398933-1
Dennis,Adame,6179543-1
Robert E.,Weinstein,10124109-2
Rachel B.,Axtell,9639345-1
Geoffrey S.,Kuyper,4504441-1
Blaise,Agera y Arcas,7254271-1
Sammy D.,Pair,5665344-1
Mario,Saavedra,6168556-1
Paul Apostolos,Drakopoulos,6480299-1
Jack D.,Crone,4308866-2
James A.,Cohen,4739318-1
Kimberly,Murphy,8535201-6
Gerald W.,Patrick,10034631-5
Chad E.,Adams,10010185-1
Danith H.,Ly,10093700-1
George B.,Bruecker,3961693-1
Steven M.,Dennis,7068271-1
William Robert,Craft,5894032-3
Leo,Trademan,3959490-1
Forrest D.,Wolf,5833536-2
James,Lunt,4546119-1
Robert J.,Geary,8015973-1
Charles S.,"Cox, Sr.",5658961-1
Hundraj S.,Gopal,7792281-2
Oscar F.,Roeder,7894438-3
Yury,Litvin,4821029-2
Marion J,Tarlton,10028625-1
Zeljko,Sabo,7296836-1
Martha Susan,Hayden-Ledbetter,10000745-2
Harold Y.,Hwang,10024723-1
John B.,Ramsey,5992532-1
Fred M.,Bauer,5100063-1
Stanislaw F.,Wnuk,9249095-5
Alex R.,Pagano,5888962-2
John,Ackerman,D329178-1
Sarma V.,Pisupati,6599118-1
Donald C.,McCaughtry,6827109-1
Page,Beerman,D532906-3
John B.,Simms,4860177-1
Robert J.,Pendleton,4944494-1
Sarah Anne,Wildgoose,5690636-1
Traska J.,French-Artis,7856993-1
Suchitra,Sathyanarayana,10037471-2
Daniel E.,Smith,10072402-2
Rudolph R.,Rizzo,3952690-1
Francis,Johnson,10023587-2
Cory,Severson,8725218-4
Bart,van der Leeuw,4011480-2
Se Hoon,Lim,10120481-2
B. Alex,Robinson,6760580-1
Scott S.,Cook,9829213-1
Glendon H.,Schwalm,4159565-1
Yonas A.,Hartanto,9715964-4
Wilson K.,Whitekettle,4725587-1
R. Brian,Khabbaz,5309048-1
Amit,Jalota,9047434-5
Matthew I.,Levinson,4742176-2
Quyen,Doan,6462577-7
Richard,Rinehart,6472614-2
Lynn E.,Brower,6133347-5
Kenneth L.,Snodgrass,5311406-1
George W.,Knapp,4393464-1
Lawrence J.,Ray,4858372-1
Wallace H.,Green,4818528-1
Betty S.,Jorgensen,4650328-1
Scott Putnam,Lamons,4823338-3
Jean-Pierre F.,Osterwalder,3955445-1
Jaren J.,Peterson,9519987-2
Deborah L.,Bernardini,D321076-2
Douglas E.,Tanner,7585357-1
Paul William,Muench,4117537-1
Ada S.,Hill,3952093-2
Lonnie P.,Griggs,4079722-1
Cormac E.,Herley,5796879-2
Natalya Y.,Rapoport,5286772-1
Yalda,Farhoudi,10000039-3
Paul A.,Propsner,6789400-4
Choedpong,Khannabha,8290839-8
Neha,Sherpa,10033803-3
Timothy Richard,Flock,7878325-1
Christopher Scott,Tool,7690320-1
Herbert,Berkowitz,4551129-3
Donald R.,Dixon,4968447-1
Deborah I.,Esslinger,7716072-3
Timothy M.,Carlier,10060688-1
Clay A.,Lurry,5717999-1
Jeff W.,Mulhausen,7134635-3
Paul M.,Twichell,4077284-1
Carl J.,Alsing,4042972-2
Minkoo,Kang,7033698-4
David P.,Defrances,6102879-2
Eric,Towell,8422644-4
Donald M.,Boettger,4782284-2
Kenneth E.,Kemper,4036273-1
Travis Scott,Moss,8528945-2
William L.,"Daniels, Sr.",3946838-1
Louis De La,Cruz,7102934-1
Jeffrey David,Longino,10127588-1
Fredrick,Cornhill,5957975-3
Margaret M.,Curry,6829765-2
David B.,Crafton,8146229-2
Robert Lee,"Garner, II",7867583-1
Miles,Yamanaka,5356622-2
Chester Eugene,Greub,9936633-2
Joe B.,Sutherland,8959771-1
Owen E.,Raab,4095630-2
William H.,Isely,4611863-1
Jim,Stenz,8348359-2
Robert A.,Long,4053249-2
Simon Peter,Tsaoussis,9269422-1
Bo R.,Arvidson,4204948-6
Gerald,Abrams,4435145-1
John Philip,Parry,5397978-1
Robert L.,Suddith,4861580-6
Russell F.,"Reidinger, Jr.",4541199-1
Stephen,Benelisha,7890551-1
Keith,Ericson,D316524-1
John S.,Baras,5371853-2
Richard M.,Powers,7601946-1
Maurizio,Di Liberto,8603763-3
Apurva K.,Chaudhary,5478910-4
Morris K.,"Ebeling, Jr.",8105401-3
Raluan G.,Soltero,6566326-1
Joseph H.,Carter,4454985-1
Steve,"Harsanyi, Jr.",5803249-1
Martin C.,Zieger,8050985-1
Robert J.,Soule,8285780-6
Charles E.,Ray,6123606-3
Curt,Scharfe,8795968-5
James W.,Terry,D336224-1
Clarence I.,Steinback,4322918-1
Hans J.,Naumann,4167106-2
Jonathan,Ullom,9192100-1
Richard E.,McMillen,5035675-2
David Ralph,Kimball,9400337-2
Barry J.,Brown,4534093-3
Vinod,Patel,4082451-1
Kenneth B.,Silvers,5511501-4
Clifford,Sweatte,6335688-1
Adel,Ghoneimy,5524241-1
Dennis H.,Hochsprung,4188624-1
Hossen,Mahmud,7144903-2
Mohammad H.,Reshadi,8621444-2
Bradley E.,Hawkins,10046815-1
Patrick A.,McGowan,4254761-2
Kenneth,Sills,4565721-1
Douglas A.,Freeman,4487353-3
Ronald K.,Masson,4716588-3
Rolland C.,Sabins,4089767-1
Sam,Zilber,D325319-1
Bobby M.,Tindall,5102645-2
Charles Zdzislaw,Loboz,7031879-1
Rolf,Anderson,5068005-2
S. Alexander,MacDonald,6975089-2
Tim,Gerlach,D806349-2
Kimberly H.,Whitley,9314079-1
Wayne,Beckerman,8853525-1
Frederick,"Engel, Jr.",8167519-3
Richard L.,Levy,7286997-3
Richard L.,Schwartz,10133450-3
Dustin,Winstead,D748381-1
Sandeep,Khan,5921759-1
Everette L.,Branch,7007358-2
Heather H.,Caverly,8858232-1
Arnold R.,Moore,4433288-1
Christopher A.,Woiler,8978894-1
David L.,Wait,7318855-4
Alfred J.,"Babineau, Jr.",6854703-2
William J.,Strauss,8495358-2
James Allen,Martin,6195958-3
Ernest Earl,Woodward,5898831-3
Louis W.,Seecamp,4428138-1
Gopichandra,Sumilla,6363715-2
Michael F.,McKenney,6466958-2
Karl Edward,Nelson,8713998-3
Christopher L.,Austin,5078443-1
Harry Bye,Handlin,9735616-3
Howard Ira,Miller,6792988-1
Matthew D.,"Beres, Jr.",D695676-3
Ricky L.,Draehn,5010333-4
Andrew G.,"Coviello, Jr.",5054431-1
Desyang L.,Lyou,8275869-1
Michael G.,"Kornely, Jr.",4658971-1
Chris,Norman,7403296-3
Michael S.,Chao,5462752-2
Evan H.,Jafa,7933820-1
Mark E.,Brauner,5803078-1
Kyle Richard,Gee,7282339-2
James D.,"Mavis, Jr.",6352575-2
Harry W.,Smith,5543178-1
Joseph R.,Gilber't,5333120-1
Hansford R.,Williams,5718301-1
Thomas Joseph,Manista,5683639-2
Linda Kathryn,Rader,8982672-1
Herman E.,Jass,3976223-1
Meenakshi Sundaram,Natarajan,9246912-7
Jill L.,Stolt,D377037-1
Udiyan I.,Padmanabhan,7606953-2
Steven O.,Lane,10065365-1
Rick Lee,Dolin,9593797-2
Treyton,Laird,D529397-3
William A.,"Null, Jr.",6554086-2
Michael A.,Murray,9446537-1
Wayne J.,Smith,6604562-1
Stephen C.,Manley,4437018-1
Gilbert D.,Beinhocker,6995353-1
John A.,Lundin,5185122-2
Jiren,Gu,6361852-1
Pankaj K.,Mehrotra,4801510-1
Yosuke,Fujita,5452291-5
Roger A.,Hillman,D603474-1
William E.,Hall,4804136-1
Samuel L.,Atcher,6036388-1
Thomas F.,Kazmierczak,4477288-1
Donnie B.,Law,7969991-3
Sol,Farber,7051099-2
Linda C.,Murray,6617321-5
Jeffrey,Niederst,10113027-1
Jeou-Rong,Lay,7356622-2
Ravi L.,Sahita,10007784-2
Shao F.,Shu,5442318-2
David A.,McMaster,5438787-1
Narayana Rao,Iyyalasomayazula,6165726-1
Charles,Novitsky,5118009-1
Robert T.,Chang,5507795-4
Tracidee T.,Green,D624732-2
Loretta T.,Friedman,6044505-1
Daryl Gene,Self,7373912-1
Hans,Groeblacher,5484557-1
Harry F.,"Weddington, Jr.",5331574-2
Daniel,Getachew,7924705-1
Lucy Joelle,Summerville,10132688-3
Donald Allen,Wingard,6752336-1
Jeffrey Bryan,Schulhoff,6309470-1
Xiaowei,Xu,9760424-3
Kerry A.,Verran,8869785-2
Duncan,Chidley,5245317-1
Ronald D.,Hees,4948445-1
Steven G.,Chandler,4190281-1
Steven W.,Johnston,6596888-3
David,Rios,9985375-2
Bruce M.,Wilson,10071229-2
Charles,Scaglione,6253389-1
Ben C.,Platt,6721043-1
Lawrence J.,Dickson,5179778-1
Peter W.,Gales,4084426-1
William M.,Eklund,D250432-1
Zaker I.,Sabri,4259293-2
Wesley O.,Cox,6754916-1
Chris N.,Cindrich,D483124-6
Christopher M.,Kerlin,8095400-14
Saulius M.,Jameikis,4290237-1
Rebecca J.,Bidwell,6478268-2
Jeffrey,Walls,5848410-1
Geoffrey Albert,Dellapenna,7908708-2
Donald J.,Mermal,4178711-3
Brian,Kim,6814009-3
Nasr E.,Alkadi,9378256-1
Morton,Weintraub,4005531-1
Marion J,Harrison,D426274-2
Edward,McEnaney,8231160-1
Anne M.,Wegmann,D520814-1
Lee M.,Manna,3974369-2
Ninad V.,Prabhu,9809558-8
Bernard P.,Landa,7087290-7
Zeke S.,Harkleroad,5542178-1
Robert W.,Nagel,7607383-1
James B.,Fennelly,D422283-1
Scott T.,Hicks,6078593-6
Ivair,Gontijo,6623180-2
Kenton,Davis,7814075-4
Donald L.,Agnew,4008414-1
Arthur,Shaw,4333765-1
Jonathan T.,Mackey,6974082-1
John M.,Frusco,4137546-1
James A.,Ingram,4276889-2
David,Richardson,D489764-1
Rafael Enrique,Hidalgo,9931785-2
Chad H.,Williams,6668872-1
Stephen T.,Vukosic,5929788-1
Ori,Kashi,10089335-3
Brian,Walker,6811044-1
Richard Arthur,Chole,7540287-1
Kenneth David,Johnson,6505348-2
Mark E.,Beard,D359630-3
Herschel G.,"Irvin, Jr.",6464271-1
Joseph M.,Amley,7637279-1
Peter,Perry,6464527-2
Thomas G.,Ruttan,5225796-2
Jay K.,Staas,10076555-3
Justin,Thurgood,8151568-4
Manish Kumar,Gupta,8989056-2
Ajay,Pasupuleti,8155427-1
Steven R.,Heck,D319205-1
Jeffrey,Naset,6947919-1
Dale E.,Veeneman,4790016-2
Theresa M.,Russell,9383360-1
Jon A.,Zubieta,5206370-4
Eric Neil,Sendelbach,8200358-1
Ryan,Morrison,8745136-1
Joe,Kreutzer,8349591-3
Alfred J.,"Deskiewicz, Jr.",4844264-1
Steven J.,Dohm,7789432-1
Jens,Johnson,D418963-1
Germain F.,Rivard,6257171-1
Hans B.,Wagner,3931307-7
Soraya,Ghiasi,7340378-2
Stanley,Pearson,4311635-1
Shehnaz Saini,Singh,6219625-1
Kent L.,Shepherd,D301949-1
William C.,"Thiebolt, III",5389472-2
James D.,McLean,4315609-1
David M.,Brancato,D633924-1
David Joseph,Borrillo,7472115-2
Cynthia A.,Fitzgerald,6555304-7
Lewis H.,"Spradley, Jr.",5155490-1
Lindley C.,Blair,4977085-5
Michael,Payette,6296707-6
Fults J.,Bobby,4242929-1
Rohit,Taneja,9934009-2
Milton P.,Chernack,4158902-1
David P.,Yee,5393792-2
Stanley L.,Strandberg,4481998-1
Brainerd,Sathiananthan,8271676-1
Timothy W.,Meyer,5840875-2
Martin Ellis,Wild,7497904-3
Bhaskar Rao,Vissa,7796791-3
James F.,Morton,4555214-1
Gnanasambandam,Palaniswami,8645816-2
Eric Alan,Rivett,8136997-1
Greg W.,Meeker,4107817-2
Paul,Shoytush,6962674-4
Frederick J.,Kahn,D394531-1
Gasper V.,De Bella,4106582-1
Shuhei,Miyashita,10082144-3
Frank A.,Campitelli,6117051-2
Courtnay,Shaner,9850444-2
Ferdie Ato,Adoboe,D557051-1
David C.,Fogg,7155765-1
Thomas D.,Remby,6186607-1
Jiayong,Le,7487486-2
James A.,Goode,9628574-3
James F.,Kurose,6009077-2
Herbert M.,Jacobs,4035322-3
Susan,Norton,7736301-6
Anthony J.,"Jagodnik, Jr.",4747067-1
Patrick S.,Mckinney,7987692-2
James Garrett,Bradley,5115096-3
Jeremy J.,Leitzen,9910954-5
Chuck,Jones,D323320-2
Ronald C.,Zaker,4685037-2
Mark W.,Parker,8814643-3
Laura,Wills-Mirkarimi,6548343-10
Colin Arne,Brue,8800569-2
Javier,Gonzalez,PP14148-1
Joseph J.,Hergenrather,5376027-1
Dieter,Maier,5005689-1
Sona N.,Patadia,D509250-3
John,Crawbuck,7116665-6
Jeffrey Michael,Anderson,6999595-1
Mitchell,Kurk,6428806-1
Emre,Ertin,6995655-1
Russell Thomas,Watford,7804314-1
Jeffrey W.,Porter,5423004-1
Joanna R.,Groza,4808224-2
Deepak Steven,Monteiro,10011756-2
Arthur A.,Jones,3998454-1
John X.,Garred,D422827-1
George,Caruso,7393273-3
Paul J.,Mueller,RE39767-4
Deanna N.,Busick,6248467-2
Americole R.,Biasini,4312490-1
Alan P.,Waggoner,3953127-2
Ludovic,Danjean,9086984-4
John,McGinley,6299666-4
Matthew R.,Hussey,8138439-4
Linda C.,Lofton,8782910-2
Aliaksei,Chernyshou,10071594-1
Anthony P.,Antoniades,9671836-4
Steve,Bowyer,5785401-1
Ronald D.,Gillund,4930801-1
Paul,Campolieto,9770410-3
Andrew Todd,Mahar,9402662-1
James Richard,Ouimette,4722783-3
Alex G.,"Ogg, Jr.",5163991-2
Michael A.,Dutcher,D339408-1
Joel D.,Shiffler,6205587-1
Peter,Ogilvie,7493465-3
Rhonda,Sehorn,4635640-1
Catherine O.,Smay,6786344-3
Edward,Bolus,5413533-1
Arthur K.,Wickson,3968381-1
Milton W.,"Davis, Jr.",4560816-1
Lawrence K.,White,4278508-1
Timothy A.,Tripp,6223326-2
Yulin,Shen,5858130-2
Justin M.,Bowlus,6644111-4
Steven D.,Kuhl,9073593-1
Fred J.,Gurney,6202275-2
Haiying,Zhang,7381568-1
Ryden L.,Richardson,4317746-1
Jayati,Ghosh,6835938-1
Orchel D.,Krier,6484810-2
Joel,Thompson,9515724-2
Ravi S.,Chari,7979107-4
John M.,Berger,4749300-1
Terry C.,Smith,5057356-1
Daniel Eugene,Wieprecht,7353588-3
John E.,Close,5324146-4
Michael E.,Zimmer,7812932-2
Geoffrey King,Baum,10078853-2
Benjamin R.,Ross,5421836-1
Eugene R.,VanSickle,4437625-1
Phillip,Pilkington,4310980-1
Warren R.,Vollinger,4835711-4
Charles C.,McKinney,8515863-2
Harold A.,Huckins,5055276-1
Nizar,Nassar,8122136-5
John D.,Poulsen,5406703-2
David L.,Hinkley,4577298-1
Lorena F.,Chaudhry,4363486-2
Michael E.,Pekar,6072438-3
Uli B.,Holeschovsky,5854386-4
Kenneth I.,Conley,4474205-3
Mohammed Kassem,Saleh,6442051-2
Meghan Mary,Lenihan,9745854-2
Dong-Kil,Yim,10134878-2
Karl,Decker,4049146-1
Daniel E.,Riggs,7987651-2
John,Sabasteanski,7974196-4
Michael,Castorino,6349330-2
Dorothy,Carroll,D349405-1
Terry L.,Koontz,5185935-3
Gary J.,Sgrigonoli,4944006-4
William A.,Sibley,5471493-2
Ronald D.,Redmer,5825364-1
William W.,Turechek,4386400-5
Srinivas,Satya,9748125-7
Jonathan I.,Brown,8272070-1
Pradeep U.,Shenoy,8688208-4
Dan Alan,Cooper,8342361-1
Samuel F.,Stover,8584241-3
Timothy Joseph,Berwin,9359109-3
Roy D.,Goodwin,4824498-1
Carlos G.,Cardenas,3932543-2
Donald B.,Sinclair,D360440-2
Gregory S.,Marlow,9174082-1
Ronald W.,Thorson,5443267-1
Robert Glen,Gerowitz,6222380-1
Richard,Lam,10029184-3
Patrick James,Kemp,8838601-3
Zeev,Pancer,10036747-1
Rashid,Fawaz,6458336-2
Blake,Becker,9109937-3
Muthu Venkatesh,Muthuraj,7277564-2
Jason M.,Vaughn,10098863-1
Marshall O.,Willoughby,4553479-1
Jodi,Rascoe,7124918-1
Maiko C.,Hermsmeier,9918998-2
Kevin,Elliott,9953730-3
Cornelius,DeLeeuw,4492368-1
Haitao,Wang,9734090-2
Sal,D'Amato,7551750-1
Johannes G.,Bellak,3967215-1
Phillip,Smith,9766870-3
Robert Alan,Nye,6144659-1
George E.,"Waters, Jr.",4922913-1
Gabriel T.,Huynh,8042575-1
Leo,McGann,7444952-1
